Source,Target,Weight
82,3262,1.0
82,3270,1.0
82,3295,1.0
82,3338,1.0
82,3477,1.0
82,3541,1.0
82,3598,1.0
82,3710,1.0
82,3712,1.0
82,3752,1.0
82,3816,1.0
82,3838,1.0
82,3855,1.0
82,3888,1.0
82,3898,1.0
82,3940,1.0
82,3942,1.0
82,3999,1.0
82,4028,1.0
82,4034,1.0
82,4046,1.0
82,4073,1.0
82,4096,1.0
82,4185,1.0
84,778,1.0
84,2486,1.0
84,3297,1.0
84,3619,1.0
84,4290,1.0
86,2511,1.0
87,225,1.0
87,247,1.0
87,350,1.0
87,365,1.0
87,609,1.0
87,1009,1.0
87,1546,1.0
87,2164,1.0
87,2441,1.0
87,2507,1.0
87,2628,1.0
87,2812,1.0
87,3012,1.0
87,3093,1.0
87,3099,1.0
87,3113,1.0
87,3131,1.0
87,3148,1.0
87,3380,1.0
87,3522,1.0
87,3913,1.0
87,3976,1.0
87,4094,1.0
87,4138,1.0
88,112,1.0
88,347,1.0
88,411,1.0
88,456,1.0
88,563,1.0
88,630,1.0
88,725,1.0
88,913,1.0
88,1092,1.0
88,1110,1.0
88,1130,1.0
88,1136,1.0
88,1152,1.0
88,1197,1.0
88,1217,1.0
88,1297,1.0
88,1321,1.0
88,1334,1.0
88,1362,1.0
88,1386,1.0
88,1404,1.0
88,1427,1.0
88,1522,1.0
88,1530,1.0
88,1567,1.0
88,1601,1.0
88,1636,1.0
88,1772,1.0
88,1875,1.0
88,2022,1.0
88,2132,1.0
88,2207,1.0
88,2242,1.0
88,2344,1.0
88,2627,1.0
88,2777,1.0
88,2866,1.0
88,3069,1.0
88,3195,1.0
88,3219,1.0
88,3231,1.0
88,3241,1.0
88,3246,1.0
88,3468,1.0
88,3526,1.0
88,3561,1.0
88,3589,1.0
88,3616,1.0
88,3678,1.0
88,3845,1.0
88,3897,1.0
88,4008,1.0
88,4067,1.0
88,4193,1.0
88,4230,1.0
89,150,1.0
89,174,1.0
89,239,1.0
89,415,1.0
89,436,1.0
89,551,1.0
89,578,1.0
89,601,1.0
89,656,1.0
89,864,1.0
89,995,1.0
89,1035,1.0
89,1150,1.0
89,1154,1.0
89,1156,1.0
89,1388,1.0
89,1608,1.0
89,1743,1.0
89,2050,1.0
89,2157,1.0
89,2305,1.0
89,2420,1.0
89,2483,1.0
89,2598,1.0
89,2673,1.0
89,2918,1.0
89,3105,1.0
89,3245,1.0
89,3403,1.0
89,3525,1.0
89,3564,1.0
89,3765,1.0
89,3936,1.0
89,4221,1.0
90,382,1.0
90,720,1.0
90,840,1.0
90,844,1.0
90,1111,1.0
90,1126,1.0
90,1200,1.0
90,1382,1.0
90,1403,1.0
90,1456,1.0
90,1545,1.0
90,1790,1.0
90,1854,1.0
90,2031,1.0
90,2094,1.0
90,2109,1.0
90,2395,1.0
90,2851,1.0
90,2872,1.0
90,3051,1.0
90,3202,1.0
90,3308,1.0
90,3346,1.0
90,3653,1.0
90,3798,1.0
90,3878,1.0
90,3909,1.0
90,3964,1.0
90,3994,1.0
90,4048,1.0
91,859,1.0
91,1198,1.0
91,1708,1.0
91,3111,1.0
92,3434,1.0
93,518,1.0
93,561,1.0
93,2009,1.0
93,2254,1.0
94,1408,1.0
95,272,1.0
95,277,1.0
95,410,1.0
95,463,1.0
95,735,1.0
95,811,1.0
95,814,1.0
95,1008,1.0
95,1180,1.0
95,1193,1.0
95,1293,1.0
95,1324,1.0
95,1328,1.0
95,1665,1.0
95,1981,1.0
95,2141,1.0
95,2150,1.0
95,2194,1.0
95,2306,1.0
95,2323,1.0
95,2355,1.0
95,2406,1.0
95,2532,1.0
95,2566,1.0
95,2596,1.0
95,2668,1.0
95,3101,1.0
95,3164,1.0
95,3222,1.0
95,3261,1.0
95,3263,1.0
95,3288,1.0
95,3339,1.0
95,3387,1.0
95,3558,1.0
95,3566,1.0
95,3675,1.0
95,3924,1.0
95,4011,1.0
96,364,1.0
96,455,1.0
96,659,1.0
96,750,1.0
96,869,1.0
96,873,1.0
96,891,1.0
96,955,1.0
96,969,1.0
96,1379,1.0
96,1500,1.0
96,1562,1.0
96,1678,1.0
96,1838,1.0
96,2099,1.0
96,2568,1.0
96,2857,1.0
96,2976,1.0
96,2993,1.0
96,3070,1.0
96,3147,1.0
96,3227,1.0
96,3332,1.0
96,3413,1.0
96,4087,1.0
96,4308,1.0
97,446,1.0
97,911,1.0
97,1080,1.0
98,120,1.0
98,136,1.0
98,243,1.0
98,564,1.0
98,619,1.0
98,644,1.0
98,673,1.0
98,757,1.0
98,1031,1.0
98,1137,1.0
98,1153,1.0
98,1183,1.0
98,1257,1.0
98,1523,1.0
98,1639,1.0
98,1805,1.0
98,1809,1.0
98,1873,1.0
98,1898,1.0
98,1939,1.0
98,1977,1.0
98,1979,1.0
98,2071,1.0
98,2158,1.0
98,2199,1.0
98,2227,1.0
98,2357,1.0
98,2822,1.0
98,2824,1.0
98,2937,1.0
98,2961,1.0
98,3009,1.0
98,3052,1.0
98,3235,1.0
98,3342,1.0
98,3363,1.0
98,3440,1.0
98,3481,1.0
98,3553,1.0
98,3667,1.0
98,3860,1.0
99,4177,1.0
100,233,1.0
100,235,1.0
100,4065,1.0
101,3569,1.0
102,183,1.0
102,2183,1.0
102,2677,1.0
102,2908,1.0
102,4133,1.0
103,2887,1.0
104,467,1.0
104,648,1.0
104,721,1.0
104,746,1.0
104,2813,1.0
104,3037,1.0
104,3337,1.0
106,356,1.0
106,454,1.0
106,732,1.0
106,787,1.0
106,1460,1.0
106,1565,1.0
106,1657,1.0
106,1798,1.0
106,2155,1.0
106,2473,1.0
106,2870,1.0
106,3271,1.0
107,340,1.0
107,758,1.0
