Source,Target,Weight
320,2957,1.0
320,2958,1.0
320,3032,1.0
320,3102,1.0
320,3144,1.0
320,3171,1.0
320,3190,1.0
320,3372,1.0
320,3577,1.0
320,3664,1.0
320,4288,1.0
320,4298,1.0
321,506,1.0
321,562,1.0
321,921,1.0
321,925,1.0
321,1273,1.0
321,1751,1.0
321,1841,1.0
321,2225,1.0
321,2274,1.0
321,2285,1.0
321,2388,1.0
321,2439,1.0
321,2900,1.0
321,3140,1.0
321,3191,1.0
321,3225,1.0
321,3254,1.0
321,3439,1.0
321,3452,1.0
321,3539,1.0
321,3773,1.0
321,3965,1.0
321,3989,1.0
322,640,1.0
322,1002,1.0
322,1121,1.0
322,1417,1.0
322,1520,1.0
322,1709,1.0
322,2272,1.0
322,2316,1.0
322,2531,1.0
322,2670,1.0
322,2835,1.0
322,2854,1.0
322,2910,1.0
322,3502,1.0
322,3544,1.0
322,4134,1.0
323,434,1.0
323,1424,1.0
323,1502,1.0
323,1791,1.0
323,1944,1.0
323,2189,1.0
323,2342,1.0
323,2410,1.0
323,2414,1.0
323,2601,1.0
323,2635,1.0
323,2793,1.0
323,3023,1.0
323,3198,1.0
323,3236,1.0
323,3273,1.0
323,3393,1.0
323,3865,1.0
323,4085,1.0
323,4214,1.0
324,1904,1.0
325,452,1.0
325,1011,1.0
325,1229,1.0
325,1849,1.0
325,1997,1.0
325,3176,1.0
325,3287,1.0
325,3449,1.0
325,4045,1.0
326,2525,1.0
326,3002,1.0
326,3504,1.0
327,3281,1.0
328,2349,1.0
328,3229,1.0
329,1621,1.0
329,2024,1.0
329,3248,1.0
329,3523,1.0
329,3788,1.0
332,1346,1.0
332,3472,1.0
332,3513,1.0
332,3547,1.0
332,3847,1.0
332,4195,1.0
333,3442,1.0
334,805,1.0
334,4310,1.0
335,495,1.0
335,2923,1.0
336,513,1.0
336,2239,1.0
336,3879,1.0
337,933,1.0
337,1375,1.0
337,1651,1.0
337,1797,1.0
337,2025,1.0
337,2710,1.0
337,3659,1.0
337,3849,1.0
337,4303,1.0
339,822,1.0
339,1157,1.0
339,3223,1.0
339,3419,1.0
339,3761,1.0
340,758,1.0
340,781,1.0
340,1029,1.0
340,1062,1.0
340,1118,1.0
340,1391,1.0
340,1563,1.0
340,2021,1.0
340,2185,1.0
340,2396,1.0
340,2588,1.0
340,2605,1.0
340,3019,1.0
340,3459,1.0
340,3475,1.0
340,3501,1.0
340,3535,1.0
340,3778,1.0
340,3899,1.0
340,3905,1.0
340,3973,1.0
340,4183,1.0
340,4188,1.0
341,372,1.0
341,802,1.0
341,1191,1.0
341,1214,1.0
341,1490,1.0
341,2114,1.0
341,2707,1.0
341,2751,1.0
341,3199,1.0
342,2762,1.0
342,3610,1.0
343,399,1.0
343,487,1.0
343,536,1.0
343,565,1.0
343,907,1.0
343,1070,1.0
343,2359,1.0
343,2726,1.0
343,2727,1.0
343,2916,1.0
343,3003,1.0
343,3117,1.0
343,3135,1.0
343,3401,1.0
343,3406,1.0
343,3494,1.0
343,3629,1.0
343,3725,1.0
344,3683,1.0
345,358,1.0
345,1377,1.0
345,2429,1.0
345,2448,1.0
345,2641,1.0
345,3970,1.0
346,1672,1.0
346,2182,1.0
346,2763,1.0
346,3067,1.0
347,411,1.0
347,456,1.0
347,563,1.0
347,630,1.0
347,725,1.0
347,913,1.0
347,1092,1.0
347,1110,1.0
347,1130,1.0
347,1136,1.0
347,1152,1.0
347,1197,1.0
347,1217,1.0
347,1297,1.0
347,1321,1.0
347,1334,1.0
347,1362,1.0
347,1386,1.0
347,1404,1.0
347,1427,1.0
347,1522,1.0
347,1530,1.0
347,1567,1.0
347,1601,1.0
347,1636,1.0
347,1772,1.0
347,1875,1.0
347,2022,1.0
347,2132,1.0
347,2207,1.0
347,2242,1.0
347,2344,1.0
347,2627,1.0
347,2777,1.0
347,2866,1.0
347,3069,1.0
347,3195,1.0
347,3219,1.0
347,3231,1.0
347,3241,1.0
347,3246,1.0
347,3468,1.0
347,3526,1.0
347,3561,1.0
347,3589,1.0
347,3616,1.0
347,3678,1.0
347,3845,1.0
347,3897,1.0
347,4008,1.0
347,4067,1.0
347,4193,1.0
347,4230,1.0
348,4129,1.0
348,4158,1.0
350,365,1.0
350,609,1.0
350,1009,1.0
350,1546,1.0
350,2164,1.0
350,2441,1.0
350,2507,1.0
350,2628,1.0
350,2812,1.0
350,3012,1.0
350,3093,1.0
350,3099,1.0
350,3113,1.0
350,3131,1.0
350,3148,1.0
350,3380,1.0
350,3522,1.0
350,3913,1.0
350,3976,1.0
350,4094,1.0
350,4138,1.0
351,597,1.0
351,2519,1.0
352,568,1.0
352,731,1.0
352,1622,1.0
352,2100,1.0
352,2994,1.0
352,3061,1.0
352,3221,1.0
352,3590,1.0
352,3691,1.0
353,395,1.0
353,584,1.0
353,799,1.0
353,924,1.0
353,932,1.0
353,1172,1.0
353,1276,1.0
353,1320,1.0
353,1323,1.0
353,1339,1.0
353,1505,1.0
353,1573,1.0
353,1617,1.0
353,1705,1.0
353,1719,1.0
353,1893,1.0
353,1995,1.0
353,2039,1.0
353,2130,1.0
353,2153,1.0
353,2280,1.0
353,2453,1.0
353,2792,1.0
353,3081,1.0
353,3082,1.0
353,3283,1.0
353,3349,1.0
353,3576,1.0
353,3646,1.0
353,3758,1.0
353,3772,1.0
353,3858,1.0
353,3911,1.0
353,4115,1.0
353,4119,1.0
353,4276,1.0
354,819,1.0
354,1572,1.0
354,1581,1.0
354,2904,1.0
354,3058,1.0
354,3572,1.0
354,3815,1.0
354,4032,1.0
355,843,1.0
355,1301,1.0
355,1401,1.0
355,1434,1.0
355,2046,1.0
355,2288,1.0
355,2554,1.0
355,3232,1.0
355,3796,1.0
355,3883,1.0
355,4060,1.0
355,4228,1.0
356,454,1.0
356,732,1.0
356,787,1.0
356,1460,1.0
356,1565,1.0
356,1657,1.0
356,1798,1.0
356,2155,1.0
356,2473,1.0
356,2870,1.0
356,3271,1.0
357,2940,1.0
357,4236,1.0
358,1377,1.0
358,2429,1.0
358,2448,1.0
358,2641,1.0
358,3970,1.0
359,363,1.0
359,414,1.0
359,539,1.0
359,588,1.0
359,604,1.0
359,773,1.0
359,1001,1.0
359,1078,1.0
359,1213,1.0
359,1231,1.0
359,1255,1.0
359,1368,1.0
359,1384,1.0
359,1398,1.0
359,1607,1.0
359,1613,1.0
359,1646,1.0
359,1662,1.0
359,1839,1.0
359,1909,1.0
359,1911,1.0
359,1957,1.0
359,1973,1.0
359,2146,1.0
359,2186,1.0
359,2201,1.0
359,2219,1.0
359,2236,1.0
359,2354,1.0
359,2456,1.0
359,2537,1.0
359,2690,1.0
359,2692,1.0
359,2747,1.0
359,2808,1.0
359,2886,1.0
359,2952,1.0
359,3053,1.0
359,3182,1.0
359,3359,1.0
359,3360,1.0
359,3405,1.0
359,3451,1.0
359,3560,1.0
359,3574,1.0
359,3739,1.0
359,3777,1.0
359,3943,1.0
359,4077,1.0
359,4107,1.0
359,4181,1.0
360,868,1.0
360,1378,1.0
360,1775,1.0
360,2651,1.0
360,4281,1.0
361,842,1.0
361,3421,1.0
362,442,1.0
362,642,1.0
362,960,1.0
362,974,1.0
362,1083,1.0
362,1240,1.0
362,1291,1.0
362,1745,1.0
362,2433,1.0
362,2462,1.0
362,2515,1.0
362,2841,1.0
362,3017,1.0
362,3128,1.0
362,3200,1.0
362,3275,1.0
362,3622,1.0
362,3666,1.0
362,3729,1.0
362,3775,1.0
362,3782,1.0
362,3844,1.0
362,3893,1.0
362,3906,1.0
362,3915,1.0
362,3979,1.0
362,4084,1.0
362,4171,1.0
363,414,1.0
363,539,1.0
363,588,1.0
363,604,1.0
363,773,1.0
363,1001,1.0
363,1078,1.0
363,1213,1.0
363,1231,1.0
363,1255,1.0
363,1368,1.0
363,1384,1.0
363,1398,1.0
363,1607,1.0
363,1613,1.0
363,1646,1.0
363,1662,1.0
363,1839,1.0
363,1909,1.0
363,1911,1.0
363,1957,1.0
363,1973,1.0
363,2146,1.0
363,2186,1.0
363,2201,1.0
363,2219,1.0
363,2236,1.0
363,2354,1.0
363,2456,1.0
363,2537,1.0
363,2690,1.0
363,2692,1.0
363,2747,1.0
363,2808,1.0
363,2886,1.0
363,2952,1.0
363,3053,1.0
363,3182,1.0
363,3359,1.0
363,3360,1.0
363,3405,1.0
363,3451,1.0
363,3560,1.0
363,3574,1.0
363,3739,1.0
363,3777,1.0
363,3943,1.0
363,4077,1.0
363,4107,1.0
363,4181,1.0
364,455,1.0
364,659,1.0
364,750,1.0
364,869,1.0
364,873,1.0
364,891,1.0
364,955,1.0
364,969,1.0
364,1379,1.0
364,1500,1.0
364,1562,1.0
364,1678,1.0
364,1838,1.0
364,2099,1.0
364,2568,1.0
364,2857,1.0
364,2976,1.0
364,2993,1.0
364,3070,1.0
364,3147,1.0
364,3227,1.0
364,3332,1.0
364,3413,1.0
364,4087,1.0
364,4308,1.0
365,609,1.0
365,1009,1.0
365,1546,1.0
365,2164,1.0
365,2441,1.0
365,2507,1.0
365,2628,1.0
365,2812,1.0
365,3012,1.0
365,3093,1.0
365,3099,1.0
365,3113,1.0
365,3131,1.0
365,3148,1.0
365,3380,1.0
365,3522,1.0
365,3913,1.0
365,3976,1.0
365,4094,1.0
365,4138,1.0
366,3795,1.0
367,1033,1.0
368,705,1.0
368,1727,1.0
368,3250,1.0
368,3636,1.0
369,856,1.0
369,1093,1.0
369,1649,1.0
369,2564,1.0
369,2642,1.0
369,2663,1.0
369,3397,1.0
369,3498,1.0
369,3663,1.0
369,3920,1.0
369,3961,1.0
369,4016,1.0
370,1920,1.0
370,3394,1.0
370,3715,1.0
371,657,1.0
371,824,1.0
371,1280,1.0
371,1360,1.0
371,1394,1.0
371,1477,1.0
371,2066,1.0
371,2197,1.0
371,3094,1.0
371,3549,1.0
371,3672,1.0
372,802,1.0
372,1191,1.0
372,1214,1.0
372,1490,1.0
372,2114,1.0
372,2707,1.0
372,2751,1.0
372,3199,1.0
376,905,1.0
378,481,1.0
378,2023,1.0
378,2278,1.0
378,3754,1.0
378,3882,1.0
378,3959,1.0
378,4293,1.0
379,698,1.0
379,2695,1.0
380,863,1.0
381,501,1.0
381,611,1.0
381,818,1.0
381,1059,1.0
381,1493,1.0
381,2011,1.0
381,2060,1.0
381,2662,1.0
381,2755,1.0
381,2833,1.0
381,2860,1.0
381,2906,1.0
381,3335,1.0
381,3399,1.0
381,4203,1.0
381,4324,1.0
382,720,1.0
382,840,1.0
382,844,1.0
382,1111,1.0
382,1126,1.0
382,1200,1.0
382,1382,1.0
382,1403,1.0
382,1456,1.0
382,1545,1.0
382,1790,1.0
382,1854,1.0
382,2031,1.0
382,2094,1.0
382,2109,1.0
382,2395,1.0
382,2851,1.0
382,2872,1.0
382,3051,1.0
382,3202,1.0
382,3308,1.0
382,3346,1.0
382,3653,1.0
382,3798,1.0
382,3878,1.0
382,3909,1.0
382,3964,1.0
382,3994,1.0
382,4048,1.0
383,1300,1.0
383,1919,1.0
383,1994,1.0
383,2281,1.0
383,2370,1.0
383,2434,1.0
383,2543,1.0
383,2570,1.0
383,2640,1.0
383,2766,1.0
383,2929,1.0
383,3041,1.0
383,3253,1.0
383,3317,1.0
383,4321,1.0
384,1013,1.0
384,2053,1.0
384,3660,1.0
384,4289,1.0
386,393,1.0
386,421,1.0
386,466,1.0
386,507,1.0
386,641,1.0
386,707,1.0
386,836,1.0
386,895,1.0
386,989,1.0
386,999,1.0
386,1144,1.0
386,1179,1.0
386,1357,1.0
386,1527,1.0
386,1582,1.0
386,1589,1.0
386,1603,1.0
386,1663,1.0
386,1881,1.0
386,1930,1.0
386,2056,1.0
386,2120,1.0
386,2198,1.0
386,2293,1.0
386,2311,1.0
386,2371,1.0
386,2405,1.0
386,2552,1.0
386,2894,1.0
386,3137,1.0
386,3207,1.0
386,3256,1.0
386,3312,1.0
386,3367,1.0
386,3563,1.0
386,3703,1.0
386,3737,1.0
386,3780,1.0
386,3817,1.0
386,3922,1.0
386,4062,1.0
386,4194,1.0
386,4222,1.0
388,675,1.0
388,1650,1.0
388,2136,1.0
388,2175,1.0
388,2636,1.0
388,3046,1.0
388,3465,1.0
388,3810,1.0
388,3980,1.0
389,580,1.0
389,600,1.0
389,1032,1.0
389,1038,1.0
389,1392,1.0
389,1422,1.0
389,2353,1.0
389,4031,1.0
390,595,1.0
390,2496,1.0
390,2901,1.0
390,3184,1.0
391,502,1.0
391,694,1.0
391,867,1.0
391,952,1.0
391,1218,1.0
391,2408,1.0
391,2765,1.0
391,2786,1.0
391,3511,1.0
391,3609,1.0
391,4145,1.0
393,421,1.0
393,466,1.0
393,507,1.0
393,641,1.0
393,707,1.0
393,836,1.0
393,895,1.0
393,989,1.0
393,999,1.0
393,1144,1.0
393,1179,1.0
393,1357,1.0
393,1527,1.0
393,1582,1.0
393,1589,1.0
393,1603,1.0
393,1663,1.0
393,1881,1.0
393,1930,1.0
393,2056,1.0
393,2120,1.0
393,2198,1.0
393,2293,1.0
393,2311,1.0
393,2371,1.0
393,2405,1.0
393,2552,1.0
393,2894,1.0
393,3137,1.0
393,3207,1.0
393,3256,1.0
393,3312,1.0
393,3367,1.0
393,3563,1.0
393,3703,1.0
393,3737,1.0
393,3780,1.0
393,3817,1.0
393,3922,1.0
393,4062,1.0
393,4194,1.0
393,4222,1.0
394,618,1.0
395,584,1.0
395,799,1.0
395,924,1.0
395,932,1.0
395,1172,1.0
395,1276,1.0
395,1320,1.0
395,1323,1.0
395,1339,1.0
395,1505,1.0
395,1573,1.0
395,1617,1.0
395,1705,1.0
395,1719,1.0
395,1893,1.0
395,1995,1.0
395,2039,1.0
395,2130,1.0
395,2153,1.0
395,2280,1.0
395,2453,1.0
395,2792,1.0
395,3081,1.0
395,3082,1.0
395,3283,1.0
395,3349,1.0
395,3576,1.0
395,3646,1.0
395,3758,1.0
395,3772,1.0
395,3858,1.0
395,3911,1.0
395,4115,1.0
395,4119,1.0
395,4276,1.0
397,612,1.0
397,772,1.0
397,936,1.0
397,1069,1.0
397,1186,1.0
397,1752,1.0
397,1808,1.0
397,1864,1.0
397,1970,1.0
397,2536,1.0
397,2610,1.0
397,2772,1.0
397,2785,1.0
397,2798,1.0
397,2842,1.0
397,3068,1.0
397,3077,1.0
397,3095,1.0
397,3145,1.0
397,3740,1.0
398,511,1.0
398,549,1.0
398,919,1.0
398,1506,1.0
398,1559,1.0
398,1575,1.0
398,1677,1.0
398,1794,1.0
398,1843,1.0
398,2477,1.0
398,2574,1.0
398,2957,1.0
398,2958,1.0
398,3032,1.0
398,3102,1.0
398,3144,1.0
398,3171,1.0
398,3190,1.0
398,3372,1.0
398,3577,1.0
398,3664,1.0
398,4288,1.0
398,4298,1.0
399,487,1.0
399,536,1.0
399,565,1.0
399,907,1.0
399,1070,1.0
399,2359,1.0
399,2726,1.0
399,2727,1.0
399,2916,1.0
399,3003,1.0
399,3117,1.0
399,3135,1.0
399,3401,1.0
399,3406,1.0
399,3494,1.0
399,3629,1.0
399,3725,1.0
400,1570,1.0
401,2488,1.0
401,3718,1.0
402,533,1.0
402,1102,1.0
402,2796,1.0
402,2939,1.0
402,3329,1.0
402,3852,1.0
402,3881,1.0
404,555,1.0
404,797,1.0
404,943,1.0
404,2832,1.0
404,3519,1.0
405,983,1.0
405,3749,1.0
406,2161,1.0
407,1756,1.0
407,3322,1.0
407,3582,1.0
407,3676,1.0
407,4223,1.0
408,754,1.0
408,1329,1.0
408,3592,1.0
409,688,1.0
409,815,1.0
409,1206,1.0
409,1869,1.0
409,1890,1.0
409,1971,1.0
409,2048,1.0
409,2149,1.0
409,2553,1.0
409,3264,1.0
409,3382,1.0
409,3438,1.0
409,3497,1.0
409,3512,1.0
410,463,1.0
410,735,1.0
410,811,1.0
410,814,1.0
410,1008,1.0
410,1180,1.0
410,1193,1.0
410,1293,1.0
410,1324,1.0
410,1328,1.0
410,1665,1.0
410,1981,1.0
410,2141,1.0
410,2150,1.0
410,2194,1.0
410,2306,1.0
410,2323,1.0
410,2355,1.0
410,2406,1.0
410,2532,1.0
410,2566,1.0
410,2596,1.0
410,2668,1.0
410,3101,1.0
410,3164,1.0
410,3222,1.0
410,3261,1.0
410,3263,1.0
410,3288,1.0
410,3339,1.0
410,3387,1.0
410,3558,1.0
410,3566,1.0
410,3675,1.0
410,3924,1.0
410,4011,1.0
411,456,1.0
411,563,1.0
411,630,1.0
411,725,1.0
411,913,1.0
411,1092,1.0
411,1110,1.0
411,1130,1.0
411,1136,1.0
411,1152,1.0
411,1197,1.0
411,1217,1.0
411,1297,1.0
411,1321,1.0
411,1334,1.0
411,1362,1.0
411,1386,1.0
411,1404,1.0
411,1427,1.0
411,1522,1.0
411,1530,1.0
411,1567,1.0
411,1601,1.0
411,1636,1.0
411,1772,1.0
411,1875,1.0
411,2022,1.0
411,2132,1.0
411,2207,1.0
411,2242,1.0
411,2344,1.0
411,2627,1.0
411,2777,1.0
411,2866,1.0
411,3069,1.0
411,3195,1.0
411,3219,1.0
411,3231,1.0
411,3241,1.0
411,3246,1.0
411,3468,1.0
411,3526,1.0
411,3561,1.0
411,3589,1.0
411,3616,1.0
411,3678,1.0
411,3845,1.0
411,3897,1.0
411,4008,1.0
411,4067,1.0
411,4193,1.0
411,4230,1.0
412,2403,1.0
412,2977,1.0
412,3762,1.0
412,4114,1.0
413,520,1.0
413,1306,1.0
413,1819,1.0
413,2042,1.0
413,2722,1.0
413,3206,1.0
413,3334,1.0
413,4184,1.0
414,539,1.0
414,588,1.0
414,604,1.0
414,773,1.0
414,1001,1.0
414,1078,1.0
414,1213,1.0
414,1231,1.0
414,1255,1.0
414,1368,1.0
414,1384,1.0
414,1398,1.0
414,1607,1.0
414,1613,1.0
414,1646,1.0
414,1662,1.0
414,1839,1.0
414,1909,1.0
414,1911,1.0
414,1957,1.0
414,1973,1.0
414,2146,1.0
414,2186,1.0
414,2201,1.0
414,2219,1.0
414,2236,1.0
414,2354,1.0
414,2456,1.0
414,2537,1.0
414,2690,1.0
414,2692,1.0
414,2747,1.0
414,2808,1.0
414,2886,1.0
414,2952,1.0
414,3053,1.0
414,3182,1.0
414,3359,1.0
414,3360,1.0
414,3405,1.0
414,3451,1.0
414,3560,1.0
414,3574,1.0
414,3739,1.0
414,3777,1.0
414,3943,1.0
414,4077,1.0
414,4107,1.0
414,4181,1.0
415,436,1.0
415,551,1.0
415,578,1.0
415,601,1.0
415,656,1.0
415,864,1.0
415,995,1.0
415,1035,1.0
415,1150,1.0
415,1154,1.0
415,1156,1.0
415,1388,1.0
415,1608,1.0
415,1743,1.0
415,2050,1.0
415,2157,1.0
415,2305,1.0
415,2420,1.0
415,2483,1.0
415,2598,1.0
415,2673,1.0
415,2918,1.0
415,3105,1.0
415,3245,1.0
415,3403,1.0
415,3525,1.0
415,3564,1.0
415,3765,1.0
415,3936,1.0
415,4221,1.0
417,3365,1.0
418,3386,1.0
418,4229,1.0
419,632,1.0
420,1074,1.0
420,2336,1.0
420,4092,1.0
421,466,1.0
421,507,1.0
421,641,1.0
421,707,1.0
421,836,1.0
421,895,1.0
421,989,1.0
421,999,1.0
421,1144,1.0
421,1179,1.0
421,1357,1.0
421,1527,1.0
421,1582,1.0
421,1589,1.0
421,1603,1.0
421,1663,1.0
421,1881,1.0
421,1930,1.0
421,2056,1.0
421,2120,1.0
421,2198,1.0
421,2293,1.0
421,2311,1.0
421,2371,1.0
421,2405,1.0
421,2552,1.0
421,2894,1.0
421,3137,1.0
421,3207,1.0
421,3256,1.0
421,3312,1.0
421,3367,1.0
421,3563,1.0
421,3703,1.0
421,3737,1.0
421,3780,1.0
421,3817,1.0
421,3922,1.0
421,4062,1.0
421,4194,1.0
421,4222,1.0
423,448,1.0
423,480,1.0
423,486,1.0
423,607,1.0
423,610,1.0
423,639,1.0
423,669,1.0
423,876,1.0
423,890,1.0
423,915,1.0
423,951,1.0
423,958,1.0
423,978,1.0
423,1012,1.0
423,1015,1.0
423,1071,1.0
423,1149,1.0
423,1277,1.0
423,1308,1.0
423,1330,1.0
423,1333,1.0
423,1455,1.0
423,1542,1.0
423,1692,1.0
423,1747,1.0
423,1804,1.0
423,1848,1.0
423,1885,1.0
423,1976,1.0
423,1980,1.0
423,1984,1.0
423,2052,1.0
423,2068,1.0
423,2190,1.0
423,2216,1.0
423,2295,1.0
423,2356,1.0
423,2358,1.0
423,2377,1.0
423,2386,1.0
423,2419,1.0
423,2522,1.0
423,2706,1.0
423,2790,1.0
423,2889,1.0
423,2891,1.0
423,3047,1.0
423,3089,1.0
423,3107,1.0
423,3156,1.0
423,3262,1.0
423,3270,1.0
423,3295,1.0
423,3338,1.0
423,3477,1.0
423,3541,1.0
423,3598,1.0
423,3710,1.0
423,3712,1.0
423,3752,1.0
423,3816,1.0
423,3838,1.0
423,3855,1.0
423,3888,1.0
423,3898,1.0
423,3940,1.0
423,3942,1.0
423,3999,1.0
423,4028,1.0
423,4034,1.0
423,4046,1.0
423,4073,1.0
423,4096,1.0
423,4185,1.0
424,784,1.0
424,1349,1.0
424,2499,1.0
424,3677,1.0
425,450,1.0
425,515,1.0
425,689,1.0
425,789,1.0
425,820,1.0
425,865,1.0
425,945,1.0
425,1053,1.0
425,1119,1.0
425,1269,1.0
425,1353,1.0
425,1543,1.0
425,1647,1.0
425,1697,1.0
425,1726,1.0
425,1795,1.0
425,1891,1.0
425,1908,1.0
425,1989,1.0
425,2012,1.0
425,2235,1.0
425,2457,1.0
425,2520,1.0
425,2623,1.0
425,2643,1.0
425,2827,1.0
425,2930,1.0
425,2988,1.0
425,3031,1.0
425,3065,1.0
425,3159,1.0
425,3357,1.0
425,3369,1.0
425,3551,1.0
425,3632,1.0
425,3734,1.0
425,3872,1.0
425,3875,1.0
425,3951,1.0
425,3987,1.0
425,4002,1.0
425,4026,1.0
425,4079,1.0
425,4295,1.0
425,4306,1.0
425,4320,1.0
426,1736,1.0
426,3821,1.0
426,3934,1.0
427,1936,1.0
427,4265,1.0
428,2756,1.0
429,1043,1.0
429,1423,1.0
429,1540,1.0
429,1796,1.0
429,2369,1.0
429,2516,1.0
429,3621,1.0
429,3766,1.0
429,4027,1.0
429,4050,1.0
432,857,1.0
432,1480,1.0
432,1758,1.0
432,1868,1.0
432,2063,1.0
432,2131,1.0
432,2669,1.0
432,2736,1.0
432,3218,1.0
432,3260,1.0
432,3586,1.0
432,3686,1.0
432,3927,1.0
432,4301,1.0
433,2625,1.0
434,1424,1.0
434,1502,1.0
434,1791,1.0
434,1944,1.0
434,2189,1.0
434,2342,1.0
434,2410,1.0
434,2414,1.0
434,2601,1.0
434,2635,1.0
434,2793,1.0
434,3023,1.0
434,3198,1.0
434,3236,1.0
434,3273,1.0
434,3393,1.0
434,3865,1.0
434,4085,1.0
434,4214,1.0
435,2102,1.0
436,551,1.0
436,578,1.0
436,601,1.0
436,656,1.0
436,864,1.0
436,995,1.0
436,1035,1.0
436,1150,1.0
436,1154,1.0
436,1156,1.0
436,1388,1.0
436,1608,1.0
436,1743,1.0
436,2050,1.0
436,2157,1.0
436,2305,1.0
436,2420,1.0
436,2483,1.0
436,2598,1.0
436,2673,1.0
436,2918,1.0
436,3105,1.0
436,3245,1.0
436,3403,1.0
436,3525,1.0
436,3564,1.0
436,3765,1.0
436,3936,1.0
436,4221,1.0
437,1239,1.0
437,3902,1.0
438,714,1.0
438,3126,1.0
438,3516,1.0
438,3892,1.0
438,4006,1.0
439,1027,1.0
439,1117,1.0
439,2569,1.0
439,2571,1.0
439,2861,1.0
439,4143,1.0
439,4266,1.0
440,1525,1.0
440,3967,1.0
442,642,1.0
442,960,1.0
442,974,1.0
442,1083,1.0
442,1240,1.0
442,1291,1.0
442,1745,1.0
442,2433,1.0
442,2462,1.0
442,2515,1.0
442,2841,1.0
442,3017,1.0
442,3128,1.0
442,3200,1.0
442,3275,1.0
442,3622,1.0
442,3666,1.0
442,3729,1.0
442,3775,1.0
442,3782,1.0
442,3844,1.0
442,3893,1.0
442,3906,1.0
442,3915,1.0
442,3979,1.0
442,4084,1.0
442,4171,1.0
443,1990,1.0
444,474,1.0
444,1380,1.0
444,1465,1.0
444,2054,1.0
444,3116,1.0
445,482,1.0
445,621,1.0
445,1340,1.0
445,1442,1.0
445,1514,1.0
445,1934,1.0
445,2108,1.0
445,2268,1.0
445,2398,1.0
445,2978,1.0
445,3168,1.0
445,3371,1.0
445,3639,1.0
445,3790,1.0
445,4059,1.0
445,4192,1.0
446,911,1.0
446,1080,1.0
447,4262,1.0
448,480,1.0
448,486,1.0
448,607,1.0
448,610,1.0
448,639,1.0
448,669,1.0
448,876,1.0
448,890,1.0
448,915,1.0
448,951,1.0
448,958,1.0
448,978,1.0
448,1012,1.0
448,1015,1.0
448,1071,1.0
448,1149,1.0
448,1277,1.0
448,1308,1.0
448,1330,1.0
448,1333,1.0
448,1455,1.0
448,1542,1.0
448,1692,1.0
448,1747,1.0
448,1804,1.0
448,1848,1.0
448,1885,1.0
448,1976,1.0
448,1980,1.0
448,1984,1.0
448,2052,1.0
448,2068,1.0
448,2190,1.0
448,2216,1.0
448,2295,1.0
448,2356,1.0
448,2358,1.0
448,2377,1.0
448,2386,1.0
448,2419,1.0
448,2522,1.0
448,2706,1.0
448,2790,1.0
448,2889,1.0
448,2891,1.0
448,3047,1.0
448,3089,1.0
448,3107,1.0
448,3156,1.0
448,3262,1.0
448,3270,1.0
448,3295,1.0
448,3338,1.0
448,3477,1.0
448,3541,1.0
448,3598,1.0
448,3710,1.0
448,3712,1.0
448,3752,1.0
448,3816,1.0
448,3838,1.0
448,3855,1.0
448,3888,1.0
448,3898,1.0
448,3940,1.0
448,3942,1.0
448,3999,1.0
448,4028,1.0
448,4034,1.0
448,4046,1.0
448,4073,1.0
448,4096,1.0
448,4185,1.0
449,2103,1.0
450,515,1.0
450,689,1.0
450,789,1.0
450,820,1.0
450,865,1.0
450,945,1.0
450,1053,1.0
450,1119,1.0
450,1269,1.0
450,1353,1.0
450,1543,1.0
450,1647,1.0
450,1697,1.0
450,1726,1.0
450,1795,1.0
450,1891,1.0
450,1908,1.0
450,1989,1.0
450,2012,1.0
450,2235,1.0
450,2457,1.0
450,2520,1.0
450,2623,1.0
450,2643,1.0
450,2827,1.0
450,2930,1.0
450,2988,1.0
450,3031,1.0
450,3065,1.0
450,3159,1.0
450,3357,1.0
450,3369,1.0
450,3551,1.0
450,3632,1.0
450,3734,1.0
450,3872,1.0
450,3875,1.0
450,3951,1.0
450,3987,1.0
450,4002,1.0
450,4026,1.0
450,4079,1.0
450,4295,1.0
450,4306,1.0
450,4320,1.0
451,1238,1.0
451,1595,1.0
451,1632,1.0
451,2037,1.0
452,1011,1.0
452,1229,1.0
452,1849,1.0
452,1997,1.0
452,3176,1.0
452,3287,1.0
452,3449,1.0
452,4045,1.0
453,1343,1.0
453,1389,1.0
453,1531,1.0
453,1574,1.0
453,2367,1.0
453,3010,1.0
453,3280,1.0
453,4156,1.0
453,4163,1.0
453,4180,1.0
454,732,1.0
454,787,1.0
454,1460,1.0
454,1565,1.0
454,1657,1.0
454,1798,1.0
454,2155,1.0
454,2473,1.0
454,2870,1.0
454,3271,1.0
455,659,1.0
455,750,1.0
455,869,1.0
455,873,1.0
455,891,1.0
455,955,1.0
455,969,1.0
455,1379,1.0
455,1500,1.0
455,1562,1.0
455,1678,1.0
455,1838,1.0
455,2099,1.0
455,2568,1.0
455,2857,1.0
455,2976,1.0
455,2993,1.0
455,3070,1.0
455,3147,1.0
455,3227,1.0
455,3332,1.0
455,3413,1.0
455,4087,1.0
455,4308,1.0
456,563,1.0
456,630,1.0
456,725,1.0
456,913,1.0
456,1092,1.0
456,1110,1.0
456,1130,1.0
456,1136,1.0
456,1152,1.0
456,1197,1.0
456,1217,1.0
456,1297,1.0
456,1321,1.0
