0,2,1,1,1,0,0,0,3,2,0,0,7,0
1,1,3,3,1,2,0,0,3,3,2,0,7,0
2,2,0,3,1,0,1,0,3,4,0,0,7,0
3,1,1,1,1,0,1,0,2,6,0,0,7,0
4,2,2,3,1,2,0,0,0,8,0,0,7,0
5,2,3,3,1,0,0,0,2,9,0,0,7,0
6,1,0,3,1,0,0,0,0,11,1,0,7,1
7,2,2,2,1,2,0,0,0,12,2,0,7,0
8,2,1,2,1,3,0,0,1,13,0,0,7,0
9,1,3,3,1,0,0,0,1,14,0,0,7,0
10,2,3,3,1,1,0,0,2,15,0,0,7,0
11,1,0,0,1,0,0,0,1,18,0,0,7,0
12,1,2,3,1,1,0,0,0,19,0,0,7,0
13,1,3,3,1,1,0,0,2,20,0,0,7,0
14,1,0,0,1,0,0,0,2,21,0,0,7,0
15,2,1,1,1,0,0,0,1,22,1,0,7,0
16,1,2,2,1,0,0,0,1,23,3,0,7,0
17,2,0,1,1,0,1,0,1,24,0,0,7,0
18,2,1,1,1,0,1,0,1,26,0,0,7,0
19,2,3,3,1,2,0,0,2,27,2,0,7,0
20,2,0,0,1,0,0,0,1,28,0,0,7,0
21,1,2,3,1,1,1,0,1,29,0,0,7,1
22,2,0,0,1,0,1,0,1,30,0,0,7,0
23,2,0,0,1,0,1,0,2,32,0,0,7,0
24,1,3,3,1,0,0,0,1,34,2,0,7,0
25,1,0,0,1,0,0,0,3,35,0,1,7,1
26,1,2,2,1,1,1,0,2,36,3,0,7,0
27,1,0,0,1,1,0,0,2,37,2,0,7,0
28,2,1,1,1,1,0,0,2,39,2,0,7,0
29,1,1,2,1,0,0,0,1,40,0,0,7,0
30,2,0,0,1,0,1,0,0,42,0,0,7,0
31,1,3,3,1,1,0,0,2,43,2,0,7,0
32,2,2,2,1,1,0,0,0,44,0,0,7,0
33,1,1,2,1,0,0,0,2,45,0,0,7,0
34,1,3,3,1,1,0,1,0,46,0,0,7,1
35,2,3,3,1,2,0,0,3,47,0,0,7,1
36,1,1,1,1,0,0,0,3,48,4,0,7,0
37,1,0,1,1,0,0,0,1,49,0,0,7,0
38,1,0,0,1,0,1,0,3,50,1,0,7,0
39,1,0,1,1,1,0,0,0,53,0,0,7,0
40,1,3,3,1,1,0,0,1,54,2,0,7,0
41,2,3,2,1,0,0,0,1,55,3,0,7,0
42,1,0,0,1,0,0,0,1,57,0,0,7,0
43,2,0,0,1,0,0,1,1,58,0,0,7,0
44,2,3,3,1,3,0,1,1,61,2,0,7,0
45,1,0,0,1,0,0,0,1,62,0,0,7,0
46,1,1,2,1,0,1,0,1,64,0,0,7,0
47,1,2,3,1,1,0,0,3,65,4,0,7,0
48,1,0,0,0,0,0,0,0,66,0,0,7,0
49,1,0,1,1,0,0,1,3,68,1,0,7,0
50,1,0,1,1,0,0,0,1,70,0,0,7,0
51,1,3,3,1,2,0,0,2,73,2,0,7,0
52,2,3,3,1,2,0,0,0,74,3,0,7,0
53,2,3,2,1,1,0,0,1,75,0,0,7,0
54,1,2,3,1,2,0,0,2,76,4,0,7,0
55,1,3,3,1,0,1,1,3,78,4,0,7,0
56,1,2,3,1,2,0,0,2,79,3,0,7,0
57,1,2,1,1,1,0,0,3,80,3,0,7,1
58,2,0,0,1,0,0,0,1,83,0,0,7,0
59,1,0,0,1,0,0,0,1,84,0,0,7,0
60,2,3,3,1,1,0,0,1,85,0,0,7,0
61,1,0,1,1,0,0,1,3,86,0,0,7,0
62,1,2,3,1,2,1,0,2,87,0,0,7,1
63,2,3,3,1,2,0,0,1,88,0,0,7,0
64,2,3,3,1,0,0,0,3,89,0,0,7,0
65,2,3,3,1,1,0,0,3,90,0,0,7,0
66,1,2,3,1,3,0,0,1,91,0,0,7,1
67,1,0,3,1,0,0,0,1,93,2,0,7,0
68,2,3,3,1,2,0,0,2,94,0,0,7,0
69,2,2,2,1,2,0,0,3,97,3,0,7,0
70,2,0,0,1,0,0,0,1,98,0,0,7,0
71,1,0,3,1,3,0,0,2,99,0,0,7,0
72,2,3,3,1,2,0,0,2,100,2,0,7,0
73,1,2,3,1,2,0,0,2,101,0,0,7,0
74,2,3,3,1,1,0,0,3,102,0,0,7,0
75,1,3,2,1,1,0,0,1,103,0,0,7,0
76,1,3,3,1,1,0,0,0,104,4,0,7,0
77,1,3,3,0,0,0,0,0,105,3,0,7,0
78,2,3,3,1,1,0,0,1,106,3,0,7,0
79,1,3,3,1,3,0,0,2,108,0,0,7,0
80,2,1,2,1,0,0,0,2,110,0,0,7,0
81,1,3,3,1,3,0,0,1,111,0,0,7,0
82,1,0,0,1,0,0,0,1,112,0,0,7,0
83,1,1,1,1,0,1,0,2,114,2,0,7,0
84,1,3,2,1,2,0,0,2,115,0,0,7,0
85,1,2,3,1,2,1,1,2,116,3,0,7,0
86,1,3,3,1,3,1,1,3,117,3,0,7,0
87,2,0,0,1,0,0,0,0,118,0,0,7,0
88,2,0,0,1,0,0,0,1,119,0,0,7,0
89,2,0,0,1,0,0,0,2,120,0,0,7,0
90,2,3,3,1,0,0,0,1,122,0,0,7,0
91,2,3,2,1,2,0,0,1,123,0,0,7,0
92,2,3,3,1,0,1,0,1,124,0,0,7,0
93,1,2,2,1,0,1,0,2,125,0,0,7,0
94,1,2,1,1,1,1,0,3,126,0,0,7,0
95,1,3,3,1,2,0,0,1,127,0,0,7,1
96,1,3,3,1,0,0,0,1,128,0,0,7,0
97,2,3,3,1,3,0,0,1,129,2,0,7,0
98,1,0,0,1,0,0,0,2,130,0,0,7,0
99,1,0,1,1,0,0,1,2,131,0,0,7,0
100,2,2,3,1,3,1,0,2,133,0,0,7,0
101,2,2,3,1,3,0,0,3,134,0,0,7,0
102,2,3,2,1,1,0,0,2,136,0,0,7,0
103,1,2,3,1,1,0,0,2,138,2,0,7,0
104,2,2,3,1,1,1,0,2,139,0,0,7,0
105,1,2,0,1,2,0,0,3,140,0,0,7,0
106,2,3,3,1,0,0,0,1,141,2,0,7,0
107,1,3,3,1,1,0,0,1,142,2,0,7,0
108,1,2,3,1,0,0,0,1,143,0,0,7,0
109,2,2,2,1,1,1,0,2,144,3,0,7,0
110,1,0,0,1,0,0,0,3,145,4,0,7,1
111,1,1,2,1,1,0,0,1,147,3,0,7,0
112,2,0,0,1,0,0,0,1,148,0,0,7,0
113,2,3,3,1,3,1,0,3,149,0,0,7,0
114,2,2,2,1,1,0,0,1,150,3,0,7,0
115,1,2,3,1,1,1,0,0,151,3,0,7,0
116,1,3,3,1,0,0,0,1,152,2,0,7,0
117,1,0,0,1,0,0,0,1,153,3,0,7,0
118,1,2,3,1,1,0,0,2,154,3,0,7,0
119,2,2,2,1,1,0,0,2,155,0,0,7,1
120,1,0,0,1,0,0,0,2,156,0,0,7,0
121,2,3,3,1,0,0,0,2,157,2,0,7,0
122,1,3,3,1,1,0,0,0,158,0,0,7,0
123,2,2,2,1,2,0,0,0,159,0,0,7,0
124,1,1,3,1,2,1,1,1,161,1,0,7,0
125,2,2,3,1,2,1,0,3,162,0,0,7,0
126,1,3,3,1,1,0,0,1,163,0,0,7,0
127,2,1,2,1,1,0,0,1,164,0,0,7,0
128,2,3,3,1,3,0,0,0,165,0,0,7,0
129,2,1,3,1,2,0,0,1,166,0,0,7,0
130,2,2,3,1,0,0,0,2,168,0,0,7,0
131,1,0,2,1,0,0,0,1,169,2,0,7,0
132,1,1,2,1,0,0,0,1,170,0,0,7,0
133,1,2,3,1,1,0,0,0,171,0,0,7,0
134,1,3,3,1,1,0,0,2,172,0,0,7,0
135,1,2,3,1,1,0,0,1,173,0,0,7,0
136,1,0,0,1,0,0,0,2,174,0,0,7,1
137,1,0,0,1,0,0,0,0,175,0,0,7,0
138,2,3,3,1,1,1,1,2,176,2,0,7,0
139,1,1,1,1,0,0,0,1,177,3,0,7,0
140,1,2,2,1,1,1,0,1,178,0,0,7,1
141,1,2,2,1,2,0,0,0,180,3,0,7,0
142,2,0,0,1,2,0,0,1,181,0,0,7,1
143,1,2,3,1,1,0,0,0,182,0,0,7,0
144,1,3,3,1,3,0,0,1,184,3,0,7,0
145,1,3,0,1,2,0,0,1,185,0,0,7,0
146,2,3,3,1,2,1,0,3,186,0,0,7,0
147,1,2,2,1,0,0,0,1,187,0,0,7,0
148,2,0,0,1,0,0,0,2,188,1,0,7,0
149,2,2,3,1,3,0,0,1,189,3,0,7,0
150,2,0,0,1,0,0,0,2,190,0,0,7,0
151,1,3,3,1,2,1,0,3,191,3,0,7,0
152,1,3,3,1,1,1,0,1,193,0,0,7,0
153,2,2,3,1,3,1,0,1,194,0,0,7,0
154,1,0,2,0,0,0,0,0,196,0,0,7,0
155,1,0,1,1,0,1,0,2,197,0,0,7,0
156,1,3,3,1,1,0,0,0,198,4,0,7,0
157,1,2,3,1,2,0,0,0,199,3,0,7,0
158,1,3,3,1,3,0,0,3,200,0,0,7,0
159,1,3,3,1,1,0,0,0,201,3,0,7,1
160,2,3,3,1,2,0,0,0,203,0,0,7,0
161,1,0,1,1,1,0,0,1,206,0,0,7,0
162,2,3,3,1,2,1,0,2,207,3,0,7,0
163,2,3,2,1,2,1,0,2,208,0,0,7,0
164,2,3,3,1,2,0,0,2,210,0,0,7,0
165,1,2,1,1,0,1,0,1,211,0,0,7,0
166,2,3,3,1,2,0,1,3,213,0,0,7,1
167,1,3,3,1,1,1,0,0,214,3,0,7,0
168,1,2,3,1,0,0,0,0,215,1,0,7,0
169,2,3,3,1,2,0,0,1,216,4,0,7,0
170,1,3,3,1,1,1,0,1,217,0,0,7,0
171,1,0,0,1,0,0,1,0,219,0,0,7,0
172,1,0,0,1,2,0,1,2,220,0,0,7,0
173,1,2,3,1,1,0,0,1,221,2,0,7,0
174,2,0,0,1,0,0,0,2,222,0,0,7,0
175,2,3,3,1,3,0,0,1,224,0,0,7,0
176,1,3,3,1,1,0,1,1,225,0,0,7,0
177,1,0,0,1,0,0,0,0,226,0,0,7,0
178,1,3,0,1,1,0,0,1,227,3,0,7,0
179,2,1,3,1,1,0,0,1,229,0,0,7,0
180,1,3,3,1,2,0,0,2,230,0,0,7,1
181,1,3,3,1,2,0,0,1,231,4,0,7,0
182,1,3,3,1,2,0,0,2,232,0,0,7,0
183,2,3,2,1,1,0,0,2,233,0,0,7,0
184,1,3,3,1,2,0,0,2,234,4,0,7,1
185,2,2,2,1,0,1,0,3,237,0,0,7,0
186,2,3,3,1,1,0,1,1,238,0,0,7,1
187,1,3,3,1,2,1,0,2,241,0,0,7,0
188,2,2,2,1,0,0,1,2,242,0,0,7,0
189,1,3,0,1,0,1,0,2,243,0,0,7,0
190,1,2,3,1,1,0,1,2,245,0,0,7,0
191,1,0,0,1,0,0,0,1,247,0,0,7,0
192,2,3,3,1,2,0,0,1,248,2,0,7,0
193,1,3,3,1,3,0,0,2,250,0,0,7,0
194,2,3,3,1,3,1,1,1,251,0,0,7,0
195,2,2,2,1,1,0,1,3,252,0,0,7,1
196,1,0,0,1,0,1,0,2,253,0,0,7,0
197,2,0,0,1,0,1,0,2,254,0,0,7,0
198,2,1,1,1,2,0,0,0,256,0,0,7,1
199,1,3,3,1,3,0,1,0,257,3,0,7,0
200,2,1,3,1,2,1,0,2,258,0,0,7,0
201,1,3,3,1,3,0,0,1,259,0,0,7,0
202,1,3,3,1,0,0,0,1,260,4,0,7,0
203,2,0,0,1,0,0,0,3,261,0,0,7,0
204,1,0,0,1,0,1,0,3,262,0,0,7,0
205,1,3,3,1,2,0,0,1,263,4,0,7,1
206,2,2,2,1,0,1,0,2,264,0,0,7,0
207,1,3,3,1,0,0,0,1,265,3,0,7,0
208,1,3,3,1,3,1,0,2,266,2,0,7,0
209,2,3,0,1,0,1,1,3,267,0,0,7,0
210,1,0,0,1,3,0,0,0,268,0,0,7,0
211,1,2,2,1,0,0,0,3,269,0,0,7,0
212,2,3,3,1,3,0,0,2,270,0,0,7,0
213,1,3,3,1,1,1,0,1,271,0,0,7,0
214,1,2,3,1,3,1,0,3,272,0,0,7,1
215,1,3,3,1,3,0,0,2,275,2,0,7,0
216,2,3,2,1,2,1,0,3,276,1,0,7,0
217,1,3,3,1,0,0,0,2,277,0,0,7,0
218,2,3,3,1,2,0,0,1,278,0,0,7,0
219,2,2,3,1,1,0,0,2,279,0,0,7,0
220,1,0,3,1,0,0,0,1,281,0,0,7,1
221,1,3,3,1,2,0,0,2,282,2,0,7,0
222,2,2,3,1,1,0,0,0,283,2,0,7,0
223,1,0,2,1,2,0,0,1,284,0,0,7,0
224,1,2,3,1,2,0,0,1,285,0,0,7,0
225,2,0,0,1,0,0,0,0,286,0,0,7,0
226,1,2,3,1,2,0,0,2,287,1,0,7,0
227,2,3,3,1,1,0,0,0,288,0,0,7,0
228,1,0,1,1,0,0,0,1,289,0,0,7,0
